Path,Rewards,Score,Fuel
"[2, 3, 2, 2, 3, 2, 3, 1, 2, 3, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 1, 3, 2, 1, 3, 3, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 1, 3, 3, 3, 3, 3, 3, 1, 2, 1, 3, 3, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 2, 1, 2, 3, 3, 3, 1, 3, 3, 2, 1, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0.14433756729740646, 0, 0, 0.12309149097933272, 0, 0, 0, 0, 0, 0, 0, 0, 0.09128709291752768, 0, 0, 0, 0, 0, 0, 0, 0.07738232325341368, 0.07602859212697055, 0, 0, 0, 0.07124704998790965, 0, 0, 0, 0, 0, 0, 0.06468462273531508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6480587392978758,0
"[2, 3, 3, 3, 1, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 1, 2, 1, 3, 1, 3, 3, 3, 3, 2, 3, 2, 3, 1, 3, 3, 2, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 2, 3, 2, 0, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 1, 3, 3, 2, 3, 3, 3, 3, 2, 3, 3]","[0, 0, 0.23570226039551587, 0.20412414523193154, 0.18257418583505536, 0.16666666666666666, 0.1543033499620919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08770580193070293, 0.08574929257125441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.1168257025932187,0
"[0, 2, 3, 2, 2, 3, 3, 3, 3, 1, 2, 3, 2, 3, 3, 3, 1, 2, 3, 3, 1, 1, 1, 2, 1, 2, 3, 1, 3, 2, 2, 1, 3, 3, 3, 2, 3, 2, 3, 1, 2, 2, 2, 3, 3, 3, 1, 2, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 1, 2, 3, 3, 3, 1, 2, 2, 3, 3, 1, 1, 3, 3, 3, 3, 2, 1, 3, 1, 1, 1, 2, 2, 1, 3, 2, 1, 3, 2, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.12403473458920847, 0, 0, 0, 0, 0, 0, 0.09667364890456635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2207083834937748,0
"[1, 3, 1, 3, 3, 3, 3, 3, 1, 1, 2, 1, 3, 2, 1, 1, 2, 3, 1, 1, 1, 1, 3, 2, 3, 2, 1, 1, 3, 1, 3, 3, 1, 3, 2, 1, 1, 3, 2, 1, 1, 1, 3, 3, 1, 3, 3, 2, 3, 1, 3, 2, 2, 3, 1, 1, 2, 1, 1, 2, 3, 1, 2, 2, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 3, 3, 3, 1, 3, 1, 2, 2, 1, 2, 3, 3, 1, 3, 2, 2, 2, 1, 1, 1, 3, 1, 3, 1, 1, 3]","[0.4082482904638631, 0.2886751345948129, 0.23570226039551587, 0.20412414523193154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.1367498306861235,0
"[1, 2, 1, 1, 3, 3, 2, 3, 2, 2, 3, 2, 3, 3, 3, 1, 3, 1, 2, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 3, 3, 1, 3, 2, 3, 1, 2, 2, 1, 3, 1, 1, 1, 2, 1, 3, 3, 3, 1, 2, 3, 3, 3, 2, 3, 3, 1, 2, 2, 3, 2, 3, 2, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 3, 1, 2, 3, 1, 1, 1, 1, 2, 3, 1, 3, 1, 3, 3, 1, 3, 3]","[0.4082482904638631, 0, 0, 0, 0.18257418583505536, 0.16666666666666666, 0, 0, 0, 0, 0, 0, 0, 0, 0.10540925533894598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8628983983045311,0
"[1, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 2, 1, 3, 3, 3, 3, 1, 1, 2, 3, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1]","[0.4082482904638631, 0.2886751345948129, 0.23570226039551587, 0.20412414523193154, 0.18257418583505536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3193240165211788,0
"[3, 1, 3, 1, 3, 1, 1, 3, 1, 1, 3, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 3, 2, 3, 1, 1, 1, 1, 1, 3, 2, 3, 1, 1, 3, 3, 1, 3, 2, 3, 1, 1, 3, 1, 3, 2, 3, 1, 1, 3, 1, 2, 1, 1, 3, 1, 3, 3, 3, 2, 3, 3, 1, 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 3, 3, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 1, 1, 1, 2, 3, 2]","[0.4082482904638631, 0.2886751345948129, 0.23570226039551587, 0.20412414523193154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.1367498306861235,0
"[1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 3, 2, 1, 3, 3, 1, 1, 3, 3, 1, 1, 1, 2, 3, 1, 3, 3, 1, 1, 3, 1, 3, 1, 1, 3, 3, 2, 1, 1, 1, 3, 3, 1]","[0.4082482904638631, 0.2886751345948129, 0.24253562503633297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.939459050095009,0
"[1, 3, 3, 1, 1, 1, 3, 3, 1, 1, 2, 3, 3, 3, 2, 1, 3, 1, 1, 1, 3, 1, 2, 1, 3, 2, 1, 1, 1, 3, 3, 1, 1, 3, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 3, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1]","[0.4082482904638631, 0.2886751345948129, 0.23570226039551587, 0.20412414523193154, 0.18257418583505536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.3193240165211788,0
"[1, 2, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 3, 2, 1, 2, 2, 1, 2, 1, 2, 2, 0, 2, 1, 2, 1, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 3, 3, 1, 3, 1, 2, 3, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 3, 3, 1, 1, 1, 1]","[0.4082482904638631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.4082482904638631,0
